text,score_?,score_2,score_1,score_3,high_influential,high_factbasedness,high_inaccuracy,high_opinionated,high_accountability,high_unobjectivity_tone,noise
"Belarusian President Alexander Lukashenko's spokeswoman, Natalya Eismont, was reluctant to tell Sputnik when the elected leader would be sworn-in, but promised to provide information closer to the date of the ceremony.",False,False,False,True,False,True,False,False,False,False,False
"""As of now, I can only tell you that we will certainly announce it to you closer to the date of the swearing-in ceremony,"" ",False,True,False,False,False,False,False,True,False,False,False
"Eismont said, when asked to comment on claims the ceremony could be held on September 29.",False,True,False,False,False,False,False,False,True,False,False
Belarus held the presidential election on August 9. ,False,False,False,True,False,True,False,False,False,False,False
"According to the final results, revealed by the Central Election Commission",False,True,False,False,False,False,False,False,True,False,False
"Lukashenko was re-elected, as he secured 80.1 percent of the vote. Under the Belarusian legislation, the swearing-in ceremony should be held within two months following the election day.",False,False,False,True,False,True,False,False,False,False,False
The under-fire Belarusian president Alexander Lukashenko ,False,True,False,False,False,False,False,True,False,False,False
"was sworn in for his sixth term in power amid virtual secrecy Wednesday, in a surprise ceremony that",False,False,False,True,False,True,False,False,False,False,False
 experts say,False,True,False,False,False,False,True,False,False,False,False
" was unannounced to avoid mass protests.
",False,True,False,False,False,False,False,True,False,False,False
"While a presidential inauguration would usually be a highly-publicised affair of state, the swearing-in of Lukashenko – the autocratic ruler known as “Europe’s last dictator” – took place in Minsk on Wednesday without any prior notice.",False,False,False,True,False,True,False,False,False,False,False
"Lukashenko has faced six weeks of mass demonstrations calling for him to stand down following an election on the 9th of August which the opposition says was rigged. He has responded with a brutal crackdown on protesters, with thousands reportedly beaten and unfairly arrested, hundreds allegedly tortured, and opposition leaders threatened into exile or forcibly deported.",False,False,False,True,False,True,False,False,False,False,False
“It’s pretty telling in terms of his mandate and legitimacy – he has neither at this point.”,False,True,False,False,False,False,True,False,False,False,False
"Rumors had circulated through the Belarusian capital Minsk that the swearing-in was underway Wednesday as Lukashenko’s motorcade rolled through the central city, where many streets were closed off and soldiers and military vehicles surrounded his palace.",False,False,False,True,False,True,False,False,False,False,False
"Belta, Belarus’s official state news agency, then confirmed",False,True,False,False,False,False,False,False,True,False,False
" the inauguration had taken place in the Palace of Independence, with several hundred senior officials present, formally beginning a new five-year term for the leader who has ruled the former Soviet republic since 1994.",False,False,False,True,False,True,False,False,False,False,False
News of the furtive ceremony was immediately dismissed by the opposition and from abroad as an illegitimate bid to cling to power.,False,False,False,True,False,True,False,False,False,False,False
"Pavel Latushko, a former government minister and member of the so-called Coordination Council calling for a peaceful transfer of power, likened ",False,False,False,True,False,False,False,False,True,False,False
"the rushed ceremony to a “thieves’ meeting,” posting on social media that Lukashenko was “exclusively the president of the [riot police] and a handful of lying officials.”",False,True,False,False,False,False,False,True,False,False,False
Meanwhile,False,False,False,False,False,False,False,False,False,False,True
German government spokesman Steffen Seibert reiterated Wednesday,False,False,False,True,False,False,False,False,True,False,False
" that his government did not recognise Lukashenko as the legitimate leader of Belarus, and called for the EU to agree on sanctions against his regime.",False,False,False,True,False,True,False,False,False,False,False
"“The minimum requirements for democratic elections were by no means met. They were neither fair nor free,” ",False,False,False,True,False,False,False,True,False,False,False
said Seibert,False,True,False,False,False,False,False,False,True,False,False
"“Even after today's ceremony, Lukashenko cannot evoke democratic legitimacy which would have been the condition for him to be recognised as a legitimate president.”",False,False,False,True,False,False,False,True,False,False,False
Bindman told VICE News ,False,True,False,False,False,False,False,False,True,False,False
"that Lukashenko had clearly been hoping to avoid mass demonstrations against the inauguration by “rushing through” the inauguration, which had not been expected until the weekend. But ",False,False,False,True,False,False,False,True,False,False,False
she expected the now customary Sunday mass protests to take to the streets again this weekend.,False,False,False,True,False,False,False,True,False,False,False
"“It’s pretty desperate behaviour, and won’t do anything to assuage people’s anger,”",False,False,False,True,False,False,False,True,False,False,False
she said.,False,True,False,False,False,False,False,False,True,False,False
" “But, as before, we can see he is determined to cling on to power for as long as he can.”",False,False,False,True,False,False,False,True,False,False,False
Prince Harry has spoken ,False,False,False,True,False,False,False,False,True,False,False
"about his ""awakening"" to the UK's structural racism and lack of opportunity for those ""of a different coloured skin"" since meeting Meghan Markle. ",False,False,False,True,False,False,False,True,False,False,False
The Duke and Duchess of Sussex spoke jointly about the issue of racism in the UK,False,False,False,True,False,False,False,False,True,False,False
saying a lack of opportunity was holding young people of colour back.,False,False,False,True,False,False,False,True,False,False,False
"Harry said Britain could be a better place if white people understood more about those ""of a different coloured skin"",",False,False,False,True,False,False,False,True,False,False,False
 in an interview with the Evening Standard,False,False,False,True,False,False,False,False,True,False,False
"Harry, 36, who is sixth in line to the throne",False,True,False,False,False,True,False,False,False,False,False
described his own “awakening” to the lack of opportunities for people from the BAME communities since he met his bi-racial wife.,False,False,False,True,False,False,False,True,False,False,False
The duke said,False,True,False,False,False,False,False,False,True,False,False
" “Because I wasn’t aware of so many of the issues and so many of the problems within the UK and also globally as well. I thought I did but I didn’t.” He added: “You know, when you go in to a shop with your children and you only see white dolls, do you even think: ‘That’s weird, there is not a black doll there?’",False,False,False,True,False,False,False,True,False,False,False
"""And I use that as just one example of where we as white people don’t always have the awareness of what it must be like for someone else of a different coloured skin, of a black skin, to be in the same situation as we are where the world that we know has been created by white people for white people.”",False,False,False,True,False,False,False,True,False,False,False
Also read: Prince Harry wanted to quit royal family more than Meghan,False,False,False,False,False,False,False,False,False,False,True
Speaking about life in the UK and the issue race and diversity,False,False,False,False,False,False,False,False,False,False,True
Harry added,False,False,False,True,False,False,False,False,True,False,False
"""It doesn't feel as diverse as it actually us. ""We can use our platform to actually star a conversation and introduce people to the black community that are making a massive difference in our communities and across the UK as a whole.""",False,False,False,True,False,False,False,True,False,False,False
"The couple have spoken out a number of times on race issues since they stepped down from their roles as working members of the royal family and moved to California. In June, ",False,False,False,True,False,True,False,False,False,False,False
"Meghan said she was sorry that children had to grow up in a world where racism still existed and that events in the United States after the death of George Floyd were ""devastating"".",False,False,False,True,False,False,False,True,False,False,False
"Harry and Meghan have also been speaking out on politics in recent weeks,",False,False,False,True,False,True,False,False,False,False,False
with the couple urging ,False,False,False,True,False,False,False,False,True,False,False
"voters in America to ""reject hate speech"" in November's US elections.",False,False,False,True,False,False,False,True,False,False,False
Harry spoke of ,False,False,False,True,False,False,False,False,True,False,False
"the need for the good to ""outweigh"" the bad and spoke about the dangers of 'online negativity'.",False,False,False,True,False,False,False,True,False,False,False
He said,False,True,False,False,False,False,False,False,True,False,False
"As we approach this November, it's vital that we reject hate speech, misinformation and online negativity. ""When the bad outweighs the good, for many, whether we realize it or not, it erodes our ability to have compassion and our ability to put ourself in someone else's shoes.",False,False,False,True,False,False,False,True,False,False,False
"Because when one person buys into negativity online the effects are felt exponentially. It's time to not only, but to act."" In the video broadcast as part of Time 100 magazine's annual list of the top 100 most influential people",False,False,False,True,False,False,False,True,False,False,False
Harry also explained ,False,True,False,False,False,False,False,False,True,False,False
how he would not be able to vote and had never voted in the UK as a member of the royal family.,False,True,False,False,False,True,False,False,False,False,False
"

Also read: Harry, Meghan biography filled with secrets goes on sale",False,False,False,False,False,False,False,False,False,False,True
Prince Harry has opened up about,False,True,False,False,False,False,False,False,True,False,False
 his “awakening” to racial justice — joining wife Meghan Markle in praising the “beautiful” and “exciting” purpose of the Black Lives Matter movement.,False,False,False,True,False,False,False,True,False,False,False
The 36-year-old prince admitted in a video chat with London’s Evening Standard published Thursday that he grew up ignorant of how it felt to be non-white in a world “created by white people for white people.”,False,False,False,True,False,False,False,True,False,False,False
"“I’ve had an awakening as such of my own,”",False,False,False,True,False,False,False,True,False,False,False
he told the UK paper,False,True,False,False,False,False,False,False,True,False,False
"he sat beside his wife, whose mother is black.",False,True,False,False,False,True,False,False,False,False,False
"“I wasn’t aware of so many of the issues and so many of the problems within the UK, but also globally as well.",False,False,False,True,False,False,False,True,False,False,False
"“I thought I did — but I didn’t,” he conceded as they sat on a couch in their new California mansion.",False,False,False,True,False,False,False,True,False,False,False
The Duke and Duchess of Sussex spoke to the Standard to mark the beginning of Black History Month in the UK ,False,True,False,False,False,False,False,False,True,False,False
to call for an end to “structural racism.”,False,False,False,True,False,False,False,True,False,False,False
The 39-year-old duchess also spoke of,False,True,False,False,False,False,False,False,True,False,False
" her admiration for the Black Lives Matter movement, especially after the couple met one of its founders, Alicia Garza.",False,False,False,True,False,False,False,True,False,False,False
Markle conceded ,False,True,False,False,False,False,False,False,True,False,False
"the group “has been inflammatory” and “disruptive,” but insisted it came from a pure place of “recognizing equality.”",False,False,False,True,False,False,False,True,False,False,False
"“The impetus is really about reminding people of your worth,”",False,False,False,True,False,False,False,True,False,False,False
 she said of BLM.,False,True,False,False,False,False,False,False,True,False,False
"“When there is just peaceful protest and when there is the intention of just wanting community and just wanting the recognition of equality, then that is a beautiful thing,”",False,False,False,True,False,False,False,True,False,False,False
she went on.,False,True,False,False,False,False,False,False,True,False,False
“While it has been challenging for a lot of people — certainly having to make this reckoning of historical significance that has gotten people to the place that they are — that is uncomfortable for people. And we recognize that. It is uncomfortable for us.,False,False,False,True,False,False,False,True,False,False,False
"“When we just focus on the uplift and positivity of that while still acknowledging the path, that’s when we reshape things. And that shouldn’t be inflammatory at all. That should be really exciting,”",False,True,False,False,False,False,False,True,False,False,False
 Markle said.,False,False,False,True,False,False,False,False,True,False,False
Harry praised his wife’s comments,False,False,False,True,False,False,False,False,True,False,False
“so perfectly said.”,False,True,False,False,False,False,False,True,False,False,False
The Duke also said ,False,False,False,True,False,False,False,False,True,False,False
he called the leader of a dance troupe that triggered a deluge of complaints after they performed a routine on the UK version of “America’s Got Talent” that reflected George Floyd’s knee-on-the-neck death.,False,False,False,True,False,True,False,False,False,False,False
"“I am sure even me talking about it will be controversial,”",False,False,False,True,False,False,False,True,False,False,False
Harry admitted,False,True,False,False,False,False,False,False,True,False,False
calling it “the most amazing” performance and the flood of complaints proof of “how much this conversation needs to continue.”,False,False,False,True,False,False,False,True,False,False,False
"The couple was interrupted at one point by the duchess’ dog, and the pair also gushed about toddler son Archie — who Markle described as “so good.”",False,False,False,False,False,False,False,False,False,False,True
"“We are very lucky with our little one. He is just so busy, he is all over the place. He keeps us on our toes. We are just so lucky,”",False,False,False,True,False,False,False,True,False,False,False
she said.,False,True,False,False,False,False,False,False,True,False,False
They also discussed being kept in lockdown during the pandemic — suggesting it would be no different even if they’d not fled the UK after Megxit.,False,False,False,False,False,False,False,False,False,False,True
"“Everything has been through video, everything has been in a room, somewhere,” ",False,False,False,True,False,False,False,True,False,False,False
Harry said.,False,True,False,False,False,False,False,False,True,False,False
" “So it doesn’t matter where in the world we have been, we have stayed in touch with and supported the organizations as much as humanly possible.”
",False,False,False,True,False,False,False,True,False,False,False
"Markle added,",False,True,False,False,False,False,False,False,True,False,False
"“Like all of you, we are doing the best that we can and hoping that our passion and our commitment is still felt because it certainly hasn’t wavered.”",False,False,False,True,False,False,False,True,False,False,False
"SRINAGAR, India (AP) — ",False,False,False,False,False,False,False,False,False,False,True
The Indian army accused Pakistan on Thursday of killing three soldiers and wounding four in shelling along the highly militarized frontier dividing disputed Kashmir between the two nuclear-armed rivals.,False,False,False,True,False,True,False,False,False,False,False
Indian army spokesman Col. Rajesh Kalia said ,False,True,False,False,False,False,False,False,True,False,False
two soldiers died and four were wounded when Pakistani soldiers fired mortar rounds and other weapons in the northwestern Nowgam sector along the Line of Control in Kupwara district.,False,False,False,True,False,True,False,False,False,False,False
Kalia called the incident “an unprovoked violation” of a 2003 cease-fire accord and said Indian troops gave “befitting response.”,False,True,False,False,False,False,False,True,False,False,False
"Separately, another soldier was killed in Pakistan shelling and firing in southern Poonch district along the frontier on Wednesday night,",False,False,False,True,False,True,False,False,False,False,False
"said Lt. Col. Devender Anand, another Indian military spokesman.",False,True,False,False,False,False,False,False,True,False,False
There was no immediate comment from Pakistan.,False,False,False,False,False,False,False,False,False,False,True
The two neighbors have fought two of their three wars over the territory and India accuses Pakistan of arming and training insurgents fighting for Kashmir’s independence from India. ,False,False,False,True,False,True,False,False,False,False,False
Pakistan denies the charge and says it offers only diplomatic and moral support to the rebels.,False,False,False,True,False,False,False,True,False,False,False
"Tensions soared in February 2019, when a suicide bombing killed 40 Indian paramilitary soldiers in the Indian-controlled part of Kashmir, and India retaliated with airstrikes inside Pakistani territory. Pakistan shot down one of the warplanes in Kashmir and captured a pilot who was quickly released. India said the strikes targeted Pakistan-based militants responsible for the suicide bombing.",False,False,False,True,False,True,False,False,False,False,False
"Relations have been further strained since August last year, when India revoked the Muslim-majority region’s decades-old semi-autonomous status, touching off anger on both sides of the frontier.",False,False,False,True,False,True,False,False,False,False,False
"Since then, rivals troops have traded fire almost daily along the rugged and mountainous frontier, leaving dozens of civilians and soldiers dead on both sides.",False,False,False,True,False,True,False,False,False,False,False
India has said that ,False,True,False,False,False,False,False,False,True,False,False
three of its soldiers were killed by Pakistan during a recent cross-border clash in disputed Kashmir. The Pakistan Army has previously accused India of injuring a civilian.,False,False,False,True,False,True,False,False,False,False,False
Indian Army spokesperson Lieutenant Colonel Rajesh Kalia said ,False,False,True,True,False,False,False,False,True,False,False
two soldiers had been killed and four wounded ,False,False,False,True,False,True,False,False,False,False,False
what was “an unprovoked ceasefire violation” by Pakistan along the Line of Control (LoC) in Kashmir.,False,False,False,True,True,False,False,False,False,False,False
 Kalia said,False,False,True,True,False,False,False,False,True,False,False
Indian troops returned fire after being attacked.,False,False,False,True,True,False,False,False,False,False,False
Lieutenant Colonel Devender Anand told reporters ,False,False,True,True,False,False,False,False,True,False,False
two more Indian soldiers had been critically wounded by Pakistani troops in a separate incident on Wednesday night. One of the soldiers later died in a hospital.,False,False,False,True,False,True,False,False,False,False,False
"“[Our] own troops responded strongly to enemy fire,”",False,False,False,True,True,False,False,False,False,False,False
Anand said,False,False,True,True,False,False,False,False,True,False,False
Islamabad did not comment on these allegations.,False,False,True,True,False,False,False,False,True,False,False
"The Pakistan Army had previously accused India of violating the ceasefire with small arms and mortars on Wednesday, and injuring a 65-year-old woman.",False,False,False,True,False,True,False,False,False,False,False
"Cross-border shelling regularly occurs along the LoC, and both sides report military and civilian casualties. Each claims Kashmir as its territory, blaming the other for the hostilities.",False,False,False,True,False,True,False,False,False,False,False
"Also on rt.com
Amnesty International shutters operations in India after ‘constant harassment’ from government

Think your friends would be interested? Share this story!",False,False,False,False,False,False,False,False,False,False,True
"A Republican-led Senate committee released a report this week that presented findings into their investigation into Hunter Biden, who is the son of Democratic presidential nominee Joe Biden.",False,False,False,True,False,True,False,False,False,False,False
The report comes just over 40 days before the 2020 presidential election and amid accusations from Democrats that the entire investigation is politically motivated and as the political arena has intensified.,False,False,False,True,False,True,False,False,False,False,False
"In the Senate Homeland Security and Finance Committees’ report, Sens. Chuck Grassley (R-Iowa) and Ron Johnson (R-Wisc.) said ",False,True,False,False,False,False,False,False,True,False,False
they faced obstacles from Democrats and agencies that failed to comply with requests for documents.,False,True,False,False,False,False,False,True,False,False,False
"The report is titled, “Hunter Biden, Burisma, and Corruption.”",False,False,False,False,False,False,False,False,False,False,True
"Though there was little revelatory information in the report, ",False,True,False,False,False,True,False,False,False,False,False
"it concluded by saying, “Hunter Biden’s role on Burisma’s board negatively impacted the efforts of dedicated career-service individuals who were fighting to push for anticorruption measures in Ukraine.”",False,True,False,False,False,False,False,True,False,False,False
"“What the Chairmen discovered during the course of this investigation is that the Obama administration knew that Hunter Biden’s position on Burisma’s board was problematic and did interfere in the efficient execution of policy with respect to Ukraine. Moreover, this investigation has illustrated the extent to which officials within the Obama administration ignored the glaring warning signs when the vice president’s son joined the board of a company owned by a corrupt Ukrainian oligarch.”",False,True,False,False,False,True,False,False,False,False,False
"One section of the report took aim at the Democrats on the Senate Homeland Security and Finance Committee, ",False,True,False,False,False,False,False,False,True,False,False
accusing them of “spreading an unfounded conspiracy theory rooted in a foreign-sourced influence campaign publicly identified by the Intelligence Community.”,False,True,False,False,False,False,False,True,False,False,False
"The 87-page report also took a shot at the media, saying,",False,False,False,True,False,False,False,False,True,False,False
 “Networks of Democratic offices and liberal press outlets have worked to weave fact with fiction in order to construct a false narrative designed to undercut and discredit the Chairmen’s investigation and its eventual findings.”,False,False,False,True,False,False,False,True,False,False,False
Democrats have accused Sens. Johnson and Grassley of crafting their investigation as an attempt to boost President Donald Trump in the 2020 election.,False,False,False,True,False,False,False,True,False,False,False
"Johnson seemed to admit as much, saying in a previous interview,",False,False,False,True,False,False,False,False,True,False,False
"“The more that we expose of the corruption of the transition process between Obama and Trump, the more we expose of the corruption within those agencies, I would think it would certainly help Donald Trump win reelection and certainly be pretty good, I would say, evidence about not voting for Vice President Biden.”",False,False,False,True,False,False,False,True,False,False,False
"The Senators closed their report by saying,",False,False,False,True,False,False,False,False,True,False,False
“There remains much work to be done.”,False,False,False,True,False,False,False,True,False,False,False
"Our good friend, Senator Ron (Shreds of Freedom) Johnson, (R-Puppet Show), has unveiled his ""report"" into something-something-Hunter-Biden-something-Ukraine-something and, except as a demonstration as to how to catapult Russian propaganda into the minds of the feeble, there isn't a damn thing in it except innuendo and weaselspeak.",False,False,False,False,True,False,False,False,False,False,False
" From The Washington Post : Senate Homeland Security and Governmental Affairs Committee Chairman Ron Johnson (R-Wis.) and Senate Finance Committee Chairman Charles E. Grassley (R-Iowa) co-authored the report, which comes just weeks before the Nov. 3 election between President Trump and Joe Biden.",False,False,True,False,False,False,False,False,True,False,False
"The GOP report concludes that “Hunter Biden’s position on Burisma’s board was problematic and did interfere in the efficient execution of policy with respect to Ukraine,” while charging that he and other Biden relatives “cashed in on Joe Biden’s vice presidency.”",False,False,False,False,True,False,False,False,False,False,False
"But at the same time, the report states that “the extent to which Hunter Biden’s role on Burisma’s board affected U.S. policy toward Ukraine is not clear.” Of course, it's ""not clear."" It's not supposed to be ""clear."" It's supposed to be all smoke and no fire. It's supposed to be all wind and no rain. That way, its ""findings"" can be used to prove almost anything. If the ""findings"" were precise and explicit, they could be easily debunked, and we can't have that, now can we? But the hazier the details, the less there is for fact-checkers to grab hold of. You can claim that the ""report"" says anything you want it to say. And if you blow enough smoke, you can obscure the fact that Senator Johnson is quite the tool.",False,False,False,False,False,False,False,True,False,False,False
 Johnson and Grassley have defended the investigation as a legitimate probe into potential abuses of access to power. ,False,False,True,False,False,False,False,False,True,False,False
"But the standoff took a darker turn this summer, when Democrats accused Johnson of laundering Russian disinformation through his probe — a charge Johnson and Grassley have vehemently rejected.",False,False,False,False,False,False,False,True,False,False,False
"The accusation stems in part from public statements made by Andrii Derkach, a Ukrainian lawmaker who previously belonged to a pro-Russian party, claiming to have sent documents to Johnson and Grassley to aid in their probe.",False,True,False,False,False,True,False,False,False,False,False
"Johnson and Grassley have stated repeatedly that they have had no contact with Derkach, who was sanctioned by the Treasury Department earlier this month as an “active Russian agent.”",False,False,False,False,False,False,False,True,False,False,False
"But Johnson has had contact with another Ukrainian national, former diplomat Andriy Telizhenko, who once worked as a consultant for Blue Star Strategies, a lobbying firm that worked on behalf of Burisma. ",False,True,False,False,False,True,False,False,False,False,False
"Telizhenko has advanced the theory that Ukraine interfered in the 2016 election to boost Hillary Clinton and undermine Trump. Recently, he also has been publishing unverified transcripts of tapes reflecting conversations between Biden and former Ukrainian President Petro Poroshenko — tapes that Derkach has been publicizing as well.",False,True,False,False,False,True,False,False,False,False,False
"So this is what they came up with, even with all the help they got from the Volga Bagmen?",False,True,False,False,False,True,False,False,False,False,False
"""Awkward"" and ""problematic""? As Politico points out , even Johnson's committee tried to distance itself from this stink burger. ",False,False,False,False,False,False,False,True,False,False,False
"The investigation — which lacked majority support among members of the Senate Homeland Security and Governmental Affairs Committee that Johnson chairs — found that two officials, including Kent, raised conflict-of-interest concerns to Biden when he served as vice president. ",False,True,False,False,False,True,False,False,False,False,False
"The report states that Hunter Biden’s role “cast a shadow” over U.S.-Ukraine policy, but provides no evidence that U.S. foreign policy was impacted. ",False,False,True,False,False,False,False,False,True,False,False
"Democrats raised concerns that Johnson would not honor a recent committee vote to release all of the witness interview transcripts alongside the report, except for in cases where classified information might be revealed.",False,False,True,False,False,False,False,False,True,False,False
"Johnson’s staff did not immediately release full transcripts on Wednesday, only quoting from witness testimony in the report, often without full context. We have gone from third-rate burglaries to third-rate ""investigations.""",False,True,False,False,False,True,False,False,False,False,False
"Really, folks. This is embarrassing.",False,False,False,False,False,False,False,True,False,False,False
"Megan Thee Stallion took a few moments during her performance on “Saturday Night Live” to urge fans to “protect” Black women while also sending a message to Kentucky Attorney General Daniel Cameron (R), who continues to face criticism for his handling of the case involving the police killing of Breonna Taylor",False,False,False,False,True,False,False,False,False,False,False
"While performing her hit track, “Savage,” on the show's season premiere late Saturday, the rapper and her dancers paused briefly as the sound of eight gun shots rang out in the background. ",False,True,False,False,False,True,False,False,False,False,False
"The rapper then played snippets of audio from a speech human rights activist Malcolm X gave in the 1960s, in which he said “the most disrespected person in America is the Black woman.”",False,False,False,False,True,False,False,False,False,False,False
The audio then switched to comments made by activist and Women’s March co-founder Tamika Mallory about Cameron late last month: “Daniel Cameron is no different than the sellout negroes that sold our people into slavery.”,False,False,False,False,False,False,False,True,False,False,False
"“We need to protect our Black women and love our Black women because at the end of the day we need our Black women,"" Megan said moments after.",False,False,False,False,True,False,False,False,False,False,False
"“We need to protect our Black men and stand up for our Black men, because at the end of the day, we’re tired of seeing hashtags for our Black men.”",False,False,False,False,True,False,False,False,False,False,False
"At the end of her performance, the words “Protect Black Women” were also displayed on the backdrop of the stage.",False,True,False,False,False,True,False,False,False,False,False
"Taylor was a Black EMT who died at the age of 26 in March after police in Louisville, Ky., fatally shot her in her own apartment.",False,True,False,False,False,True,False,False,False,False,False
"Three police officers -- Brett Hankison, Jonathan Mattingly and Myles Cosgrove -- had arrived at her home in plainclothes late at night after obtaining a search warrant as part of a drug case targeting Taylor’s ex-boyfriend, Jamarcus Glover.",False,True,False,False,False,True,False,False,False,False,False
"After the officers gained entry into Taylor’s home, her boyfriend, Kenneth Walker, who is licensed to carry, fired shots, saying he believed there were intruders. The officers returned fire, fatally striking Taylor. No drugs were uncovered in the raid.",False,True,False,False,False,True,False,False,False,False,False
"Taylor was believed to have been shot eight times during the incident. However, Cameron’s office said in a release detailing the completion of the investigation into Taylor’s death last month that she was hit with six bullets.",False,True,False,False,False,True,False,False,False,False,False
"None of the officers involved in the raid were charged for Taylor’s death, Cameron announced last month.
",False,True,False,False,False,True,False,False,False,False,False
"Megan’s comments also come as the rapper has faced an outpour of support online in recent weeks following an incident that involved her and Tory Lanez over the summer, during which, Megan said Lanez shot her.",False,False,False,False,False,False,False,True,False,False,False
"TGIF—and the ‘F’ stands for female...or maybe femme…due to that pesky misogyny, I can barely read the word “female” without thinking of “feeeeemale” (aka the trying-to-be-slick sexist replacement for ‘bitch’).

Anyway! The queens of WAP have both released some big deal projects so we figured it would be best to keep up the pattern of hot girl community!",False,False,False,False,False,False,False,True,False,False,False
"Even as several political parties and groups united to protest against the brutal gang-rape and death of a Dalit woman in Uttar Pradesh's Hathras, another case emerged in Balrampur District where a 22-year-old Dalit woman died after allegedly being raped by two men. The victim worked in a private firm in Balrampur.",False,True,False,False,False,True,False,False,False,False,False
The police have arrested two men based upon the statement of the victim's family,False,True,False,False,False,True,False,False,False,False,False
The last rites of the Hathras gang-rape victim were performed at her native place here in the wee hours of Wednesday.,False,True,False,False,False,True,False,False,False,False,False
"""We have talked to the victim`s family members. The last rites of the victim have been performed keeping in view of the peace situation here. Four accused have already been arrested. Police and administration will ensure that the perpetrators of the crime are brought to justice,"" said Prem Prakash Meena, Hathras Joint Magistrate.",False,True,False,False,False,True,False,False,False,False,False
"However, the family of the 19-year-old Hathras gang-rape victim alleged on Wednesday that the police were forcibly trying to get her body cremated in the middle of the night.",False,False,False,False,False,False,False,True,False,False,False
"Local police officers, however, told news agency PTI that the cremation was being carried out as per the wishes of the family",False,False,True,False,False,False,True,False,False,False,False
"The 19-year-old died in Safdarjung Hospital on Tuesday, after she was gang-raped in Hathras a fortnight ago. The victim was brought to Safdarjung Hospital on Monday from Aligarh Muslim University Medical College.
",False,True,False,False,False,True,False,False,False,False,False
"As news of her death spread, protests broke out in Delhi as well as in Hathras with all sections of society, including politicians, sports and Bollywood stars and activists, expressing their anguish and demanding justice for her.",False,False,False,False,True,False,False,False,False,False,False
"The family left from Safdarjung hospital in Delhi on Tuesday night amid heavy police deployment. The body was taken by the Uttar Pradesh police, which reached Hathras earlier than the family members, claimed kin of the victim.",False,True,False,False,False,True,False,False,False,False,False
"The police have forcibly taken the dead body and my father along with them for cremation. When my father reached Hathras, he was immediately taken (to the crematorium) by the police, a brother of the woman told over the phone at 1 AM on Wednesday",False,True,False,False,False,True,False,False,False,False,False
"Another relative said that the woman's father was accompanied by 30 to 40 people, chiefly relatives, and others from their neighbourhood had gone to the crematorium near Bool Garhi village, under Chandpa police station limits, in the district in western UP.",False,True,False,False,False,True,False,False,False,False,False
"The Hathras district administration on Tuesday said a compensation of Rs 10 lakhs will be provided to the victim`s family. ""The state government has already provided compensation of Rs 4.12 lakhs to the family,"" the district magistrate tweeted.",False,True,False,False,False,True,False,False,False,False,False
Video above from Friday: Sen. Mitch McConnell avoids questions on recent COVID-19 testSenate Republicans have canceled legislative work until Oct. 19 as the coronavirus sweeps through their ranks and lawmakers increasingly call for comprehensive testing on Capitol Hill.,False,True,False,False,False,True,False,False,False,False,False
But Senate Majority Leader Mitch McConnell said in a statement Saturday that confirmation hearings for Supreme Court nominee Amy Coney Barrett are still on.,False,False,True,False,False,False,False,False,True,False,False
"One by one, President Donald Trump and a series of GOP lawmakers have fallen ill with the virus that has killed more than 208,000 Americans.Over the last week, many of the politicians who tested positive attended events at which few people wore masks and mingled in the halls and tunnels of the Capitol complex.Just since Friday morning, Trump, Sen. Thom Tillis of North Carolina, Mike Lee of Utah and Ron Johnson of Wisconsin announced that they have tested positive.The Senate was to reconvene this week ahead of its confirmation proceedings for Barrett. McConnell has said those hearings, scheduled to begin Oct. 12, are “full steam ahead.”",False,True,False,False,False,True,False,False,False,False,False
Video above from Friday: Sen. Mitch McConnell avoids questions on recent COVID-19 test,False,True,False,False,False,True,False,False,False,False,False
Senate Republicans have canceled legislative work until Oct. 19 as the coronavirus sweeps through their ranks and lawmakers increasingly call for comprehensive testing on Capitol Hill.,False,True,False,False,False,True,False,False,False,False,False
But Senate Majority Leader Mitch McConnell said in a statement Saturday that confirmation hearings for Supreme Court nominee Amy Coney Barrett are still on.,False,False,True,False,False,False,False,False,True,False,False
"One by one, President Donald Trump and a series of GOP lawmakers have fallen ill with the virus that has killed more than 208,000 Americans",False,True,False,False,False,True,False,False,False,False,False
"Over the last week, many of the politicians who tested positive attended events at which few people wore masks and mingled in the halls and tunnels of the Capitol complex.",False,True,False,False,False,True,False,False,False,False,False
"Just since Friday morning, Trump, Sen. Thom Tillis of North Carolina, Mike Lee of Utah and Ron Johnson of Wisconsin announced that they have tested positive.",False,True,False,False,False,True,False,False,False,False,False
"The Senate was to reconvene this week ahead of its confirmation proceedings for Barrett. McConnell has said those hearings, scheduled to begin Oct. 12, are “full steam ahead.”",False,False,False,False,False,False,False,True,False,False,False
Democrats say the coronavirus outbreak among senior Republican officials in Washington is yet another reason why the hearings for Supreme Court nominee Amy Coney Barrett ought to be postponed.,False,False,False,False,False,False,False,True,False,False,False
"In addition to President Donald Trump, the first lady and several White House aides, three GOP senators, including two members of the Senate Judiciary Committee, have tested positive for the virus and are in quarantine.
",False,True,False,False,False,True,False,False,False,False,False
"“If this were a baseball team or a football team and three of the players came down with COVID-19, we would have canceled the game and postponed it to a future date,” Sen. Dick Durbin (D-Ill.), another member of the committee, told MSNBC on Monday.
",False,False,False,False,False,False,False,True,False,False,False
X],False,False,True,False,False,False,False,False,False,False,False
 ,False,False,False,True,False,False,False,False,False,False,False
